Artist ID,Name,Nationality,Gender,Birth Year,Death Year
3365,Darrell Landrum,American,Male,1924,-1
3366,Herman Landshoff,American,Male,1905,1986
3367,Stanley Landsman,American,Male,1930,1984
3368,Octave Landuyt,Belgian,Male,1922,-1
3369,Lois Lane,American,Female,1948,-1
3370,David Lang,American,Male,1929,-1
3371,Helmut Lang,German,Male,1924,-1
3372,Ed E. Langbein,American,Male,1936,-1
3373,Dorothea Lange,American,Female,1895,1965
3374,Otto Lange,German,Male,1879,1944
3375,Wilfred O. Langille,American,Male,1895,1996
3376,Ernst Langloh,German,Male,1936,-1
3377,Juan Langlois,Argentine,Male,1926,-1
3379,André Lanskoy,French,Male,1902,1976
3380,Louis Lanzano,American,Male,1947,-1
3381,Ernesto Bruno La Padula,Italian,Male,1902,1968
3382,Charles Lapierre,French,Unknown,1936,-1
3383,Tadeusz Lapinski,Polish,Male,1936,-1
3384,Harry S. Lapow,American,Male,1909,1983
3385,Pierre Laprade,French,Male,1875,1931
3386,Magali Lara,Mexican,Female,1936,-1
3387,Raoul François Larche,French,Male,1860,1912
3388,Berto Lardera,Nationality unknown,Male,1936,-1
3389,Mikhail Larionov,Russian,Male,1881,1964
3390,Eugene Larkin,American,Male,1921,-1
3391,Johannes Larsen,Danish,Male,1912,-1
3392,Lisa Larsen,American,Female,1925,1959
3393,William G. Larson,American,Male,1942,-1
3394,Jacques-Henri Lartigue,French,Male,1894,1986
3395,Mauricio Lasansky,American,Male,1914,2012
3396,Pat Lasch,American,Female,1944,-1
3397,Oskar Laske,Austrian,Male,1874,1951
3398,Siegfried Laske,Nationality unknown,Male,1936,-1
3399,Jonathan Lasker,American,Male,1948,-1
3400,Ibram Lassaw,American,Male,1913,2003
3401,Charles Lassiter,American,Male,1926,2005
3402,Maria Lassnig,Austrian,Female,1919,2014
3403,Ger Lataster,Dutch,Male,1920,2012
3404,John Latham,British,Male,1921,2006
3405,Sidney Laufman,American,Male,1891,1985
3406,Clarence John Laughlin,American,Male,1905,1985
3407,Jean Launois,French,Male,1898,1942
3408,Marie Laurencin,French,Female,1883,1956
3409,Henri Laurens,French,Male,1885,1954
3410,John Laurent,American,Male,1936,-1
3411,Robert Laurent,American,Male,1890,1970
3412,Uwe Lausen,German,Male,1941,1970
3414,Ray Lauzzana,American,Male,1941,-1
3415,Warja Lavater,Swiss,Female,1913,2007
3416,Alma R. Lavenson,American,Female,1897,1989
3418,Jacob Lawrence,American,Male,1917,2000
3420,Ernest Lawton (?),British,Male,1936,-1
3421,Michael Lax,American,Male,1929,1999
3422,"Elizabeth ""Grandma"" Layton",American,Female,1909,1993
3424,Giulio Lazzotti,Italian,Male,1942,-1
3425,A. Le Blondel,French,Unknown,1936,-1
3426,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965
3427,Henri Le Fauconnier,French,Male,1881,1946
3428,Jean Le Gac,French,Male,1936,-1
3429,Gustave Le Gray,French,Male,1820,1884
3430,Le Jeune,French,Unknown,1936,-1
3431,Jean Le Moal,French,Male,1909,2007
3432,Julio Le Parc,Argentine,Male,1928,-1
3433,Guillaume Le Roy,Dutch,Male,1936,-1
3434,Henri Le Secq,French,Male,1818,1882
3435,Barry Le Va,American,Male,1941,-1
3436,David Leach,American,Male,1946,-1
3437,Alun Leach-Jones,British,Male,1937,-1
3438,June Leaf,American,Female,1929,-1
3439,Fernando Leal,Mexican,Male,1896,1964
3440,Lawrence Lebduska,American,Male,1894,1966
3441,J. J. Christian Lebeau,Dutch,Male,1878,1945
3442,Lebegue,French,Unknown,1936,-1
3443,Jean-Jacques Lebel,French,Male,1936,-1
3444,Jan Lebenstein,Polish,Male,1930,1999
3445,Dick Lebowitz,American,Male,1937,-1
3446,Christopher Le Brun,British,Male,1951,-1
3447,Rico Lebrun,American,Male,1900,1964
3448,Juana Lecaros,Chilean,Female,1920,1993
3449,Arthur Lee,American,Male,1881,1961
3450,Baldwin S. Lee,American,Male,1951,-1
3451,Joong Seop Lee,Korean,Male,1916,1956
3452,Catherine Lee,American,Female,1950,-1
3453,Colin Lee,American,Male,1953,-1
3454,Dudley Lee,American,Male,1936,-1
3455,Russell Lee,American,Male,1903,1986
3457,Ung-no Lee,Korean,Male,1904,1989
3458,Theyre Lee-Elliott,British,Male,1903,1988
3460,Lege & Bergeron,French,Unknown,1936,-1
3461,G. M. Lege,French,Unknown,1936,-1
3463,Yoram Lehman,Israeli,Male,1939,-1
3464,Wilhelm Lehmbruck,German,Male,1881,1919
3465,Lehner & Mader,Unknown,Unknown,1936,-1
3466,Leonard Lehrer,American,Male,1935,-1
3468,Arthur Leipzig,American,Male,1918,-1
3469,José Costa Leite,Brazilian,Male,1936,-1
3470,Saul Leiter,American,Male,1923,2013
3471,Philip V. Leivo,American,Male,1936,-1
3472,Michael Lekakis,American,Male,1907,1987
3473,Paul Lemagny,French,Male,1903,-1
3474,Annette Lemieux,American,Female,1957,-1
3475,Dietmar Lemke,German,Male,1936,-1
3476,Georges Lemmen,Belgian,Male,1865,1916
3478,Luis Lemus,American,Male,1936,-1
3479,Stanley Lench,British,Male,1934,2000
3480,Jan Lenica,Polish,Male,1928,2001
3482,Thomas Lenk,German,Male,1933,2014
3483,Candice Lenney,American,Female,1949,-1
3484,John Lennon,British,Male,1940,1980
3486,Eugen Lenz,Swiss,Unknown,1916,-1
3487,Leonid (Leonid Berman),American,Male,1896,1976
3488,Louis L. Lepoix,French,Male,1918,-1
3489,Robert Lepper,American,Male,1906,1991
3490,Stanislao Lepri,Italian,Male,1905,1980
3491,Gustav Lepschy,German,Male,1942,-1
3492,Norman Lerner,American,Male,1927,-1
3493,Helmar Lerski,Swiss,Male,1871,1956
3494,Danuta Lesczynska-Kluza,Polish,Female,1926,-1
3495,Alfred Leslie,American,Male,1927,-1
3496,Janusz Lesniak,Polish,Unknown,1947,-1
3497,John Lesnick,American,Male,1953,-1
3498,Gilbert Lesser,American,Male,1935,-1
3499,Rudi Lesser,American,Male,1936,-1
3500,Julian Lethbridge,British,Male,1947,-1
3501,Anna Letycia Quadros,Brazilian,Female,1936,-1
3502,Gerd Leufert,Venezuelan,Male,1914,1998
3503,Herbert Leupin,Swiss,Male,1916,1999
3504,Léo Leuppi,Swiss,Male,1893,1972
3505,John Levee,American,Male,1924,-1
3506,Hugo Leven,German,Male,1874,1956
3507,Hans Levi,American,Male,1935,-1
3508,Josef Levi,American,Male,1938,-1
3509,Julian E. Levi,American,Male,1900,1982
3510,Robert Levin,American,Male,1948,-1
3511,Wayne Levin,American,Male,1945,-1
3512,Arthur Levine,American,Male,1936,-1
3513,Jack Levine,American,Male,1915,2010
3514,Les Levine,American,Male,1935,-1
3515,Sherrie Levine,American,Female,1947,-1
3516,Tom Levine,American,Male,1945,-1
3517,Mon Levinson,American,Male,1926,2014
3518,Leon Levinstein,American,Male,1910,1988
3519,S. L. Levitsky,French,Male,1819,1898
3520,Helen Levitt,American,Female,1913,2009
3521,Alphonse Levy,French,Male,1843,1918
3522,Julien Levy,American,Male,1906,1981
3523,Martin Lewis,American,Male,1881,1962
3524,Norman Lewis,American,Male,1909,1979
3525,Wyndham Lewis,British,Male,1882,1957
3526,Landès Lewitin,American,Male,1892,1966
3528,Sol LeWitt,American,Male,1928,2007
3530,Sonia Lewitzka,Polish,Female,1882,-1
3531,Jay Leyda,American,Male,1910,1988
3532,Ernst Van Leyden,American,Male,1892,1969
3533,Léon Lhermitte,French,Male,1844,1925
3534,André Lhote,French,Male,1885,1962
3535,Georges Liautaud,Haitian,Male,1899,1991
3537,Alexander Liberman,American,Male,1912,1999
3539,Sol Libsohn,American,Male,1914,2001
3540,Riccardo Licata,Italian,Male,1936,-1
3541,Ernst Lichtblau,American,Male,1883,1963
3542,Roy Lichtenstein,American,Male,1923,1997
3543,John H. Lickert,American,Male,1936,-1
3544,Jonas Lie,American,Male,1936,-1
3545,Al Lieberman,American,Male,1939,-1
3546,Max Liebermann,German,Male,1847,1935
3547,Alphonse Liébert,French,Male,1827,1913
3548,Klaus Liebig,German,Male,1936,1996
3549,Jerome Liebling,American,Male,1924,2011
3550,Liebowitz,American,Unknown,1936,-1
3551,David Ligare,American,Male,1945,-1
3554,Edwin Hale Lincoln,American,Male,1848,1938
3555,Stig Lindberg,Swedish,Male,1916,1982
3556,Linda Lindeberg,American,Female,1915,1973
3557,Francesca Lindh,Finnish,Female,1931,-1
3558,Richard Lindh,Finnish,Male,1929,-1
3559,Richard Lindner,American,Male,1901,1978
3560,Linda Lindroth,American,Female,1946,-1
3561,O. Winston Link,American,Male,1914,2001
3562,Leo Lionni,American,Male,1910,1999
3563,Jacques Lipchitz,American,Male,1891,1973
3564,Peter Lipman-Wulf,American,Male,1905,-1
3565,Carol Lipper,American,Female,1936,-1
3566,Richard Lippold,American,Male,1915,2002
3567,Seymour Lipton,American,Male,1903,1986
3568,Vera Lisková,Czech,Female,1924,1979
3569,El Lissitzky,Russian,Male,1890,1941
3570,Ross Littell,American,Male,1924,2000
3571,Betty Clark Little,American,Female,1936,-1
3572,Harvey Littleton,American,Male,1922,-1
3573,Ludwig Littmann,German,Male,1946,-1
3574,Israel Litwak,American,Male,1867,1952
3575,Stephen Livick,Canadian,Male,1945,-1
3576,Frank Lobdell,American,Male,1921,-1
3577,Lobel,French,Unknown,1936,-1
3578,Jean Locey,American,Female,1944,-1
3579,Charles Locke,American,Male,1899,1983
3580,George Lockwood,American,Male,1929,1969
3581,Uwe Loesch,German,Male,1943,-1
3582,Loescher & Petsch,German,Unknown,1936,-1
3583,"Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy, Paris",Unknown,Unknown,1952,-1
3584,Maurice Loewy,French,Male,1833,1907
3585,Berthold Löffler,Austrian,Male,1874,1960
3587,Richard Paul Lohse,Swiss,Male,1902,1988
3588,Alfred Lombard,French,Male,1884,1973
3589,Eckersley Lombers,British,Unknown,1936,-1
3590,Lois Long,American,Female,1918,-1
3591,Richard Long,British,Male,1945,-1
3592,Robert Longo,American,Male,1953,-1
3593,Vincent Longo,American,Male,1923,-1
3595,Adolph Loos,Austrian,Male,1870,1933
3596,Fernando López Anaya,Argentine,Male,1907,1987
3597,Domingo López,American,Male,1942,-1
3598,José Dolores López,American,Male,1868,1937
3599,Luis (López Loza) López,Mexican,Male,1936,-1
3600,Antonio López García,Spanish,Male,1936,-1
3601,Erle Loran,American,Male,1905,1999
3602,Antonio Lorenzo,Spanish,Male,1936,-1
3603,John Loring,American,Male,1939,-1
3605,Lortz,German,Unknown,1936,-1
3606,Reagan Louie,American,Male,1951,-1
3607,Morris Louis,American,Male,1912,1962
3609,Charles Loupot,French,Male,1892,1962
3610,Jim Love,American,Male,1927,2005
3611,Vreni Löwensberg,Swiss,Female,1912,1986
3613,Lawrence Stephen Lowry,British,Male,1887,1976
3614,Jesús Lozano,Spanish,Male,1936,-1
3615,Lee Lozano,American,Female,1930,1999
3617,Louis Lozowick,American,Male,1892,1973
3618,Lu Chu Chuan,Chinese,Unknown,1936,-1
3619,Dietrich Lubs,German,Male,1938,-1
3620,Caroline Lucas,American,Female,1936,-1
3621,Maximilian Luce,French,Male,1858,1941
3622,Lucebert,Dutch,Male,1924,1994
3623,Tekening Lucerbert,Dutch,Unknown,1936,-1
3624,Thomas Lüchinger,Swiss,Male,1953,-1
3625,Hans Luckhardt,German,Male,1890,1954
3626,Ryah Ludins,Nationality unknown,Female,1896,1957
3627,John Lueders-Booth,American,Male,1935,-1
3628,Konrad Lueg,German,Male,1939,1996
3629,Amador Lugo,Mexican,Male,1936,-1
3630,Jan Lukas,Czech,Male,1915,-1
3631,Sven Lukin,American,Male,1934,-1
3632,Luktak,Canadian,Unknown,1928,-1
3633,Ernest S. Lumsden,British,Male,1936,-1
3635,Jorge Guillermo Luna Ercilla,Argentine,Male,1936,-1
3636,Norman Lundin,American,Male,1938,-1
3637,Evert Lundquist,Swedish,Male,1904,1994
3638,Alexandre Lunois,French,Male,1863,1916
3639,Francois Lunven,French,Male,1942,1971
3640,Markus Lüpertz,German,Male,1941,-1
3641,Jean Lurçat,French,Male,1892,1966
3642,Boris Lurie,American,Male,1924,-1
3643,Urs Lüthi,Swiss,Male,1947,-1
3644,Nicholas Luttinger,American,Male,1942,-1
3645,Max Lutzbacher,Swiss,Male,1936,-1
3646,Mariette Lydis,Austrian,Female,1890,1970
3647,Lynch,American,Unknown,1936,-1
3648,George Platt Lynes,American,Male,1907,1955
3649,George Lynn,Canadian,Male,1941,1983
3650,Danny Lyon,American,Male,1942,-1
3651,Joan Lyons,American,Female,1937,-1
3652,Nathan Lyons,American,Male,1930,2016
3653,Richard Lytle,American,Male,1935,-1
3654,Ernst Mumenthaler,Swiss,Male,1901,1978
3655,M. H,Nationality unknown,Unknown,1936,-1
3656,Dora Maar (Henriette Theodora Markovitch),French,Female,1907,1997
3657,Zell Mabee,Nationality unknown,Unknown,1936,-1
3658,Mabuchi Toru,Japanese,Male,1920,1994
3659,Joaquín  Macías,Nicaraguan,Male,1936,-1
3660,Robert MacBryde,British,Male,1913,1966
3661,Mino Maccari,Italian,Male,1898,1989
3662,Rómulo Macció,Argentine,Male,1931,-1
3663,Stanton Macdonald-Wright,American,Male,1890,1973
3664,Eduardo A. MacEntyre,Argentine,Male,1929,2014
3665,Greg MacGregor,American,Male,1936,-1
3666,Sheldon Machlin,American,Male,1918,1975
3667,Saša Janez Mächtig,Yugoslav,Male,1941,-1
3668,Loren MacIver,American,Female,1909,1998
3669,Heinz Mack,German,Male,1931,-1
3670,August Macke,German,Male,1887,1914
3671,Charles Rennie Mackintosh,British,Male,1868,1928
3672,Owen F. Maclaren,British,Male,1906,1978
3673,Angus Maclise,American,Male,1938,1979
3674,W. E. Macnaughtan,American,Unknown,1936,-1
3675,Wendy MacNeil,American,Female,1943,-1
3676,Robert Macpherson,British,Male,1811,1872
3677,Alen MacWeeney,American,Male,1939,-1
3678,Bea Maddock,Australian,Female,1934,-1
3680,Josaku Maede,Japanese,Male,1926,-1
3681,Toshiro Maeda,Japanese,Male,1904,1990
3682,Sempan Maekawa,Japanese,Male,1888,1960
3683,Paul Maenz,German,Male,1939,-1
3684,Karel Maes,Belgian,Male,1900,1974
3685,Romeo Maestri,Italian,Male,1936,-1
3686,Aloisio Lahyre de  Magalhães,Brazilian,Male,1927,1982
3687,Victor Magariños,Argentine,Male,1924,1993
3688,Vico Magistretti,Italian,Male,1920,2006
3689,F. Maglin,French,Unknown,1936,-1
3690,Alberto Magnelli,Italian,Male,1888,1971
3691,Greta Magnusson Grossman,American,Female,1906,1999
3692,René Magritte,Belgian,Male,1898,1967
3693,William Maguire,American,Male,1943,-1
3694,Robert Mahon,American,Male,1949,-1
3695,Schilli Maier,American,Male,1922,1989
3696,Leo Maillet,Nationality unknown,Male,1936,-1
3697,Aristide Maillol,French,Male,1861,1944
3698,Gaspard Maillol,French,Male,1880,-1
3699,Lucien Mainssieux,French,Male,1885,1958
3700,Samuel Maitin,American,Male,1928,2004
3701,Louis Majorelle,French,Male,1859,1926
3702,William Majors,American,Male,1930,1982
3703,Haku Maki,Japanese,Male,1924,2000
3704,Mitsuo Maki,Japanese,Male,1948,-1
3705,Shoichi Makino,Japanese,Male,1936,-1
3706,Zbigniew Makowski,Polish,Male,1930,-1
3707,Gerard Malanga,American,Male,1943,-1
3708,Robert Malaval,French,Male,1937,1980
3709,Alberto Garcia Maldonado,Mexican,Male,1936,-1
3710,Kazimir Malevich,Russian,Male,1878,1935
3711,Robert Mallary,American,Male,1917,1997
3713,Antônio Maluf,Brazilian,Male,1926,2005
3714,Jeanne Mammen,German,Female,1890,1976
3715,Maurice Man,British,Male,1936,-1
3716,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976
3717,Mateo Manaure,Venezuelan,Male,1926,-1
3719,Michael Mandel,American,Male,1950,-1
3720,Alfred Manessier,French,Male,1911,1993
3721,Édouard Manet,French,Male,1832,1883
3722,Burkhard Mangold,Swiss,Male,1873,1950
3723,Robert Mangold,American,Male,1937,-1
3724,Sylvia Plimack Mangold,American,Female,1938,-1
3725,Henri Manguin,French,Male,1874,1949
3726,Manuel Manilla,Mexican,Male,1873,1900
3727,Per Maning,Norwegian,Male,1943,-1
3728,Mann,Polish,Unknown,1936,-1
3729,C. Mann,British,Unknown,1936,-1
3730,Sally Mann,American,Female,1951,-1
3732,Jack Manning,American,Male,1920,2001
3733,Manolo (Manuel Martínez Hugué),Spanish,Male,1872,1945
3734,Constantine Manos,Greek,Male,1934,-1
3735,Russell Manoy,British,Male,1945,-1
3736,Paul Mansard,French,Male,1936,-1
3737,John Mansbridge,British,Male,1901,1981
3738,Matthias Mansen,German,Male,1958,-1
3739,Leo Manso,American,Male,1914,1993
3740,Paul (Pavel Mansurov) Mansouroff,Russian,Male,1896,1984
3741,Piero Manzoni,Italian,Male,1933,1963
3742,Giacomo Manzù,Italian,Male,1908,1991
3743,Pio Manzù,Italian,Male,1939,1969
3744,Kumberai Mapanda,Zimbabwean,Male,1940,-1
3745,Robert Mapplethorpe,American,Male,1946,1989
3746,Ralph Maradiaga,American,Male,1934,1985
3747,Adriana Maraz-Bernik,Yugoslav,Female,1936,-1
3748,Franz Marc,German,Male,1880,1916
3749,Conrad Marca-Relli,American,Male,1913,2000
3750,Marcel-Gaillard (Marcel Gaillard),French,Male,1886,1947
3751,André Marchand,French,Male,1907,1997
3752,Jean Marchand,French,Male,1883,1940
3753,Léo Marchutz,French,Male,1903,1976
3754,Tony Marciante,American,Male,1936,-1
3756,Gerhard Marcks,German,Male,1889,1981
3757,Louis Marcoussis,Polish,Male,1883,1941
3758,Brice Marden,American,Male,1938,-1
3759,André Mare,French,Male,1885,1932
3760,Maréchal,French,Male,1928,-1
3761,Ludovico Mares,Italian,Male,1936,-1
3762,Boris Margo,American,Male,1902,1995
3763,Richard M. Margolis,American,Male,1943,-1
3765,Joseph Margulies,American,Male,1896,-1
3766,Enzo Mari,Italian,Male,1932,-1
3767,Maria Martins,Brazilian,Female,1894,1973
3768,Mariano (Mariano Rodríguez),Cuban,Male,1912,1990
3770,John Marin,American,Male,1870,1953
3771,Filippo Tommaso Marinetti,Italian,Male,1876,1944
3772,Marino Marini,Italian,Male,1901,1980
3773,Tom Marioni,American,Male,1937,-1
3774,Marisol (Marisol Escobar),Venezuelan,Female,1930,2016
3775,Henry Mark,American,Male,1915,-1
3776,Jyrki Markkanen,Finnish,Unknown,1956,-1
3777,Dorothy F. Markle,American,Female,1936,-1
3778,Harry C. Markle,American,Male,1936,-1
3779,Ronald Markman,American,Male,1931,-1
3780,Gino Marotta,Italian,Male,1935,2012
3781,Walter Marques,Brazilian,Male,1936,-1
3782,Albert Marquet,French,Male,1875,1947
3783,Anne Steele Marsh,American,Female,1901,1995
3784,Reginald Marsh,American,Male,1898,1954
3786,Takis Marthas,Greek,Male,1905,1965
3787,Agnes Martin,American,Female,1912,2004
3788,Charles Martin,American,Male,1952,-1
3789,D. S. Martin,American,Unknown,1916,-1
3790,Fletcher Martin,American,Male,1904,1979
3791,Fred Martin,American,Male,1927,-1
3792,Ira Martin,American,Male,1886,1960
3793,Kenneth Martin,British,Male,1905,1984
3794,Mary Martin,British,Female,1907,1969
3795,Paul Martin,British,Male,1864,1944
3796,Philip John Martin,British,Male,1927,2014
3797,Ezio Martinelli,American,Male,1913,1981
3798,Eugene Martinez,American,Male,1925,-1
3799,Luis Martínez Pedro,Cuban,Male,1910,1990
3800,Maria Martinez,American,Female,1887,1980
3801,Martinez Pintao (Manuel Martinez Pintao),Mexican,Male,1875,-1
3802,Ricardo Martinez,Argentine,Male,1923,-1
3803,Raúl Martínez,Cuban,Male,1927,1995
3805,Aldemir Martins,Brazilian,Male,1922,2006
3806,Mort N. Marton,American,Male,1918,-1
3807,Michael Martone,American,Male,1941,-1
3808,Antonio Martorell,American,Male,1939,-1
3809,L. Marval,French,Unknown,1936,-1
3810,Charles Marville,French,Male,1816,1879
3812,Robert E. Marx,American,Male,1936,-1
3813,Maryan S. Maryan,American,Male,1927,1977
3814,Frans Masereel,Belgian,Male,1889,1972
3815,Dennis Masi,American,Male,1942,-1
3816,Alice Trumbull Mason,American,Female,1912,1986
3817,Raymond Mason,British,Male,1922,2010
3818,Kristen Corinne Masri,American,Female,1936,-1
3819,John Massey,American,Male,1931,-1
3820,G. Massiot,Nationality unknown,Unknown,1936,-1
3821,André Masson,French,Male,1896,1987
3822,Luigi Massoni,Italian,Male,1929,-1
3824,Umberto Mastroianni,Italian,Male,1910,1988
3825,Gregory Masurovsky,American,Male,1929,2009
3826,Ewald Mataré,German,Male,1887,1965
3827,Margrethe Mather,American,Female,1885,1952
3829,Georges Mathieu,French,Male,1921,2012
3830,Bruno Mathsson,Swedish,Male,1907,1988
3831,Marcel Mathys,Swiss,Male,1933,-1
3832,Henri Matisse,French,Male,1869,1954
3833,Vera Matiukh,Russian,Female,1912,-1
3834,Mikhail Matiushin,Russian,Male,1861,1934
3835,Fujio Matsugi,Japanese,Male,1936,-1
3836,Keizo Matsui,Japanese,Male,1936,-1
3837,Akira Matsumoto,Japanese,Male,1936,-1
3838,Toshio Matsumoto,Japanese,Male,1932,-1
3839,Matsumura Sadaiku,Japanese,Male,1936,-1
3840,Shin Matsunaga,Japanese,Male,1940,-1
3841,Matsushita Electric Corp.,Japanese,Unknown,1918,-1
3842,Roberto Matta,Chilean,Male,1911,2002
3843,Herbert Matter,American,Male,1907,1984
3844,Leni Matthaei,German,Female,1873,1981
3845,Holger Matthies,German,Male,1940,-1
3846,Claudio Mattioli,Nationality unknown,Male,1936,-1
3847,Charles Mattox,Nationality unknown,Male,1936,-1
3848,Jan Matulka,American,Male,1890,1972
3849,Maxine Emile Louis Maufra,French,Male,1861,1918
3850,Maull and Polyblank,British,Unknown,1936,-1
3851,E. Maunoury,French,Unknown,1936,-1
3852,Jacques Mauny,French,Male,1893,1962
3853,Alfred H. Maurer,American,Male,1868,1932
3854,Ingo Maurer,German,Male,1932,-1
3855,Neil Maurer,American,Male,1941,-1
3856,Charles Maurin,French,Male,1856,1914
3857,Achille Mauzan,Italian,Unknown,1936,-1
3858,Almir Mavignier,Brazilian,Male,1925,-1
3859,Peter Max,American,Male,1937,-1
3860,Paul Mayen,American,Male,1918,2000
3861,Elaine Mayes,American,Female,1938,-1
3862,Roger Mayne,British,Male,1929,2014
3863,Fernando Maza,Argentine,Male,1936,-1
3864,Michael Mazur,American,Male,1935,2009
3865,Luis Mazzey,Unknown,Male,1895,1983
3866,Azaria Mbatha,South African,Male,1941,-1
3867,Dr. John McArthur,British,Male,1901,1996
3869,Jay McCafferty,American,Male,1948,-1
3870,Henry McCarter,American,Male,1864,1942
3871,Byron McClintock,American,Male,1930,-1
3872,Allan McCollum,American,Male,1944,-1
3873,Leonard McCombe,American,Male,1923,-1
3874,B. B. Mccormick,Nationality unknown,Unknown,1936,-1
3875,Ann McCoy,American,Female,1946,-1
3876,John McCracken,American,Male,1934,2011
3877,Charles H. McCrea,American,Male,1936,-1
3880,Jean McEwen,Canadian,Male,1923,1999
3881,Rory McEwen,British,Male,1932,1982
3882,Elizabeth McFadden,American,Female,1912,-1
3883,Lawrence McFarland,American,Male,1942,-1
3884,James McGarrell,American,Male,1930,-1
3885,Kenneth McGowan,American,Male,1940,1986
3886,Byron McKeeby,American,Male,1936,-1
3887,Rhondal McKinney,American,Male,1948,-1
3888,John McLaughlin,American,Male,1898,1976
3889,Bruce McLean,British,Male,1944,-1
3890,Richard McLean,American,Male,1934,2014
3891,Elizabeth McLennan,Canadian,Female,1936,-1
3892,Michael McLoughlin,American,Male,1936,-1
3893,J. W. McManigal,American,Unknown,1936,-1
3894,George McNeil,American,Male,1908,1995
3895,William C. McNulty,American,Male,1889,1963
3896,Larry Mcpherson,American,Male,1943,-1
3898,John McVicker,American,Male,1936,-1
3899,Frederick Edward McWilliam,British,Male,1909,1992
3900,John McWilliams,American,Male,1941,-1
3901,Roderick Mead,American,Male,1900,1971
3902,Clement Meadmore,Australian,Male,1929,-1
3904,Friedrich Meckseper,German,Male,1936,-1
3905,Sol Mednick,Nationality unknown,Male,1936,-1
3906,Raul Meel,Estonian,Male,1936,-1
3907,Howard Mehring,American,Male,1931,1978
3908,Hans Meid,German,Male,1883,1957
3909,Ludwig Meidner,German,Male,1884,1966
3910,Richard Meier,American,Male,1934,-1
3911,Leo Meissner,Nationality unknown,Male,1895,1977
3912,Aleksandr Danilovich Melamid,American,Male,1945,-1
3913,F. M. Melchers,Nationality unknown,Male,1848,1944
3914,Mohamed Melehi,Moroccan,Male,1936,-1
3915,José Meléndez Contreras,American,Male,1921,1998
3916,Melendreras,Spanish,Unknown,1936,-1
3917,Waldimiro Melgarejo Muñoz,Argentine,Male,1908,1979
3918,Georges Méliès,French,Male,1861,1938
3919,John Melin,Swedish,Male,1921,-1
3920,Xavier Mellery,Belgian,Male,1845,1921
3921,Fausto Melotti,Italian,Male,1901,1986
3922,Pierre Mendell,German,Male,1929,-1
3923,Leopoldo Méndez,Mexican,Male,1902,1969
3924,Ana Mendieta,American,Female,1948,1985
3925,Alessandro Mendini,Italian,Male,1931,-1
3926,Antonio Mendoza,American,Male,1941,-1
3927,Edward Meneeley,American,Male,1927,-1
3928,Leopoldo Menegatti,Italian,Male,1936,-1
3929,Wendy Meng,American,Female,1944,-1
3930,Roberto Menghi,Italian,Male,1920,-1
3932,Carl (Carlo) Mense,German,Male,1886,1965
3933,Jan Menses,Canadian,Male,1933,-1
3934,Mercer,British,Unknown,1936,-1
3935,Carlos Mérida,Guatemalan,Male,1891,1984
3936,Richard Merkin,American,Male,1938,2009
3937,Knud Merrild,American,Male,1894,1954
3938,Hugh Merrill,American,Male,1949,-1
3939,Roger Mertin,American,Male,1942,2001
3940,Gerhard Merz,German,Male,1947,-1
3941,Mario Merz,Italian,Male,1925,2003
3942,Felix Meseck,German,Male,1883,1955
3943,E.L.T. (Edouard Léon Théodore) Mesens,Belgian,Male,1903,1968
3944,Bogdan-Kiar Mesko,Yugoslav,Male,1936,-1
3945,Jean Messagier,French,Male,1920,1999
3946,Gary Metz,American,Male,1941,-1
3947,Jean Metzinger,French,Male,1883,1956
3948,Ray K. Metzker,American,Male,1931,2014
3949,Erno Metzner,German,Male,1936,-1
3950,Sheila Metzner,American,Female,1939,-1
3951,George Meunier,French,Male,1869,1942
3952,Henri Meunier,Belgian,Male,1873,1922
3953,Tommy Mew,American,Male,1936,-1
3954,Floris Meydam,Dutch,Male,1919,-1
3955,Melissa Meyer,American,Female,1947,-1
3956,Hans Meyer-Petersen,Danish,Male,1937,-1
3957,Joel Meyerowitz,American,Male,1938,-1
3959,Robert Meyers,American,Male,1931,-1
3960,Guillermo Meza,Mexican,Male,1917,1997
3961,Lucjan Mianowski,Polish,Male,1936,-1
3962,Duane Michals,American,Male,1932,-1
3963,Henri Michaux,French,Male,1899,1984
3964,Robert Michel,German,Male,1897,1983
3965,Midorikawa Yoichi,Japanese,Male,1915,2001
3966,Mielatz,American,Male,1864,1919
3967,Herbert Migdoll,American,Male,1936,-1
3968,Miguel,Spanish,Unknown,1936,-1
3969,James Miho,American,Male,1933,-1
3970,Tomoko Miho,American,Female,1931,2012
3971,Fumiko Miki,Japanese,Female,1936,-1
3972,Jun Miki,Japanese,Male,1919,1992
3973,Tomio Miki,Japanese,Male,1937,1978
3974,Josef Mikl,Austrian,Male,1929,2008
3975,Eleanore Mikus,American,Female,1927,-1
3976,Stephen R. Milanowski,American,Male,1953,-1
3978,M. A. Miles,Nationality unknown,Unknown,1936,-1
3979,Gjon Mili,American,Male,1904,1984
3980,Raùl Miliàn,Cuban,Male,1914,1984
3981,Pedro Millar,Chilean,Male,1930,2014
3982,Manolo Millares,Spanish,Male,1926,1972
3983,Earl Miller,American,Male,1930,-1
3984,John Miller,American,Male,1948,-1
